Es,Sx,Sxx,Sy,Syy,PQ-15,PQ-14,PQ-13,PQ-12,PQ-11,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0037979847516105467+0j),[-5.27020295e-16],[1.],[-0.12301867],[1.],"(array([0.00694375]), array([0.01202692]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.0138875]), array([-3.12250226e-17]))"
(0.015792464408618374+0j),[1.79112269e-15],[1.],[-0.24927662],[1.],"(array([0.02101705]), array([0.0364026]))","(array([4.31643074e-29]), array([3.86320045e-28]))","(array([4.43678845e-35]), array([-1.4682408e-35]))","(array([-1.45674519e-45]), array([-7.62652825e-45]))","(array([-7.29204403e-53]), array([-7.2713374e-53]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([-2.73480571e-30]), array([2.35849995e-30]))","(array([-9.20871656e-31]), array([6.08574246e-31]))","(array([5.20950669e-31]), array([-1.55929736e-31]))","(array([-4.06166024e-36]), array([-4.73615678e-36]))","(array([1.05306373e-30]), array([2.62290897e-30]))","(array([0.0138875]), array([2.00794242e-16]))","(array([0.0420341]), array([1.21430643e-16]))"
(0.017494581240062562+0j),[4.45785695e-15],[1.],[-0.26194779],[1.],"(array([0.02881931]), array([0.0499165]))","(array([2.57465281e-22]), array([4.38840877e-22]))","(array([2.81596139e-21]), array([-1.81872725e-21]))","(array([2.06177565e-22]), array([-1.23217606e-22]))","(array([-1.51155541e-23]), array([-9.31551412e-22]))","(array([5.41964458e-22]), array([1.24125907e-21]))","(array([1.9033324e-21]), array([-7.49784053e-22]))","(array([1.72447235e-21]), array([-8.67431107e-22]))","(array([-7.43143813e-22]), array([1.44952133e-22]))","(array([8.24990721e-22]), array([-4.86472537e-22]))","(array([-1.23574801e-21]), array([7.3264078e-22]))","(array([-4.92133969e-22]), array([9.50968616e-22]))","(array([1.88429964e-23]), array([-6.68649007e-24]))","(array([0.0138875]), array([2.67147415e-16]))","(array([0.0420341]), array([1.02348685e-16]))","(array([0.05763861]), array([1.5074747e-15]))"
(0.03742099358204665+0j),[2.52885477e-14],[1.],[-0.3790464],[1.],"(array([0.03618338]), array([0.06267145]))","(array([4.06736543e-21]), array([-9.69476593e-22]))","(array([3.11517033e-21]), array([-8.4674458e-22]))","(array([-4.75797946e-21]), array([1.95248756e-21]))","(array([7.79565003e-21]), array([-2.67965999e-21]))","(array([-4.85516509e-21]), array([3.73104681e-21]))","(array([1.59503938e-21]), array([-7.98410741e-22]))","(array([-2.00206822e-21]), array([5.65840513e-22]))","(array([7.11622051e-21]), array([-3.99161508e-21]))","(array([5.24669713e-21]), array([2.39618984e-21]))","(array([2.75228032e-22]), array([-1.01943667e-20]))","(array([-7.40424829e-23]), array([-3.06634484e-22]))","(array([0.0138875]), array([2.25080371e-16]))","(array([0.0420341]), array([-2.01227923e-16]))","(array([0.05763861]), array([1.86482774e-15]))","(array([0.07236676]), array([6.89032165e-15]))"
(0.04018093114721612+0j),[2.65594095e-14],[1.],[-0.3915554],[1.],"(array([0.0434411]), array([0.07524219]))","(array([4.07799511e-21]), array([-7.5376414e-21]))","(array([-2.28949188e-20]), array([-8.65432049e-21]))","(array([6.96448173e-21]), array([-1.91609193e-21]))","(array([-4.55112023e-21]), array([3.47896627e-21]))","(array([2.07444985e-21]), array([-2.09786433e-22]))","(array([5.70602363e-22]), array([-1.13169266e-21]))","(array([4.16766257e-21]), array([-2.45343839e-21]))","(array([6.31079574e-21]), array([2.56327479e-21]))","(array([5.65526161e-22]), array([-1.01383233e-20]))","(array([-1.85867139e-21]), array([3.73867252e-22]))","(array([0.0138875]), array([3.28296418e-16]))","(array([0.0420341]), array([-4.26741975e-16]))","(array([0.05763861]), array([1.25940924e-15]))","(array([0.07236676]), array([6.56072419e-15]))","(array([0.08688219]), array([6.98746616e-15]))"
(0.06530178601162341+0j),[3.11294891e-14],[1.],[-0.49216495],[1.],"(array([0.04987525]), array([0.08638647]))","(array([-2.8211941e-20]), array([-4.21465371e-21]))","(array([7.59587234e-21]), array([9.16576926e-20]))","(array([2.24712741e-20]), array([-3.96827923e-21]))","(array([4.6478972e-21]), array([-7.2886563e-22]))","(array([1.07667014e-20]), array([-1.00259201e-20]))","(array([-4.01939049e-21]), array([-1.89441739e-21]))","(array([1.19814889e-20]), array([6.4956374e-23]))","(array([-2.09110582e-21]), array([-9.13218948e-21]))","(array([-5.10755345e-21]), array([3.15422147e-21]))","(array([0.0138875]), array([5.35595873e-16]))","(array([0.0420341]), array([-9.88792381e-17]))","(array([0.05763861]), array([1.26981758e-15]))","(array([0.07236676]), array([6.96664948e-15]))","(array([0.08688219]), array([7.58421104e-15]))","(array([0.09975051]), array([6.68562428e-15]))"
(0.06495504317078346+0j),[3.06052396e-14],[1.],[-0.48945404],[1.],"(array([0.05533436]), array([0.09584192]))","(array([-1.29245553e-20]), array([1.15465707e-19]))","(array([8.9490408e-21]), array([-4.72739497e-20]))","(array([7.83117909e-21]), array([7.11841518e-21]))","(array([3.31285693e-20]), array([-2.82994934e-20]))","(array([-3.5208025e-20]), array([1.80318022e-20]))","(array([3.48141268e-20]), array([-1.35310097e-20]))","(array([-4.45850376e-23]), array([4.21967444e-21]))","(array([-1.95102606e-20]), array([2.69408673e-20]))","(array([0.0138875]), array([1.96023753e-16]))","(array([0.0420341]), array([-1.05991604e-15]))","(array([0.05763861]), array([9.55832635e-16]))","(array([0.07236676]), array([7.20257187e-15]))","(array([0.08688219]), array([7.29624694e-15]))","(array([0.09975051]), array([5.76969028e-15]))","(array([0.11066871]), array([7.46624984e-15]))"
(0.06952895178876996+0j),[3.62431307e-14],[1.],[-0.50396079],[1.],"(array([0.05600208]), array([0.09699845]))","(array([3.82224057e-20]), array([-7.59855841e-20]))","(array([1.4701434e-20]), array([5.39559526e-20]))","(array([-8.41265659e-22]), array([-1.44635096e-20]))","(array([-7.18282428e-20]), array([8.88936084e-20]))","(array([3.37096678e-20]), array([-1.25642157e-20]))","(array([2.52896705e-20]), array([-3.26333656e-21]))","(array([-1.02051043e-19]), array([1.90324774e-19]))","(array([0.0138875]), array([8.23993651e-18]))","(array([0.0420341]), array([-1.73992765e-15]))","(array([0.05763861]), array([2.58473798e-16]))","(array([0.07236676]), array([7.37951367e-15]))","(array([0.08688219]), array([6.86950496e-15]))","(array([0.09975051]), array([4.37844205e-15]))","(array([0.11066871]), array([9.02056208e-15]))","(array([0.11200416]), array([7.64666108e-15]))"
(0.18393041696086243+0j),[4.71688353e-14],[1.],[-0.76820206],[1.],"(array([0.0725155]), array([0.12560053]))","(array([7.20985315e-20]), array([1.41633772e-20]))","(array([-2.24783235e-19]), array([1.4912803e-19]))","(array([-2.19488219e-19]), array([-5.25505134e-19]))","(array([7.17268051e-21]), array([2.0959514e-19]))","(array([3.83429795e-21]), array([1.35270078e-20]))","(array([-1.77316945e-19]), array([3.99389998e-19]))","(array([0.0138875]), array([-8.67361738e-19]))","(array([0.0420341]), array([-1.08073273e-15]))","(array([0.05763861]), array([9.21138166e-16]))","(array([0.07236676]), array([8.28503932e-15]))","(array([0.08688219]), array([8.27810043e-15]))","(array([0.09975051]), array([5.93969318e-15]))","(array([0.11066871]), array([9.66240976e-15]))","(array([0.11200416]), array([9.92955718e-15]))","(array([0.145031]), array([1.15046861e-14]))"
(0.2949840780088338+0j),[5.6161798e-14],[1.],[-0.89469491],[1.],"(array([0.09434174]), array([0.16340469]))","(array([-2.61419871e-19]), array([4.3516758e-19]))","(array([-3.20202884e-19]), array([-5.28134996e-19]))","(array([-3.75018739e-19]), array([2.17710778e-19]))","(array([-2.01903298e-20]), array([3.50808469e-20]))","(array([-2.92982465e-19]), array([5.41827773e-19]))","(array([0.0138875]), array([-1.24032729e-16]))","(array([0.0420341]), array([-1.51788304e-15]))","(array([0.05763861]), array([4.68375339e-17]))","(array([0.07236676]), array([6.27969898e-15]))","(array([0.08688219]), array([7.71258057e-15]))","(array([0.09975051]), array([6.52602972e-15]))","(array([0.11066871]), array([1.0106499e-14]))","(array([0.11200416]), array([8.96852037e-15]))","(array([0.145031]), array([1.27467481e-14]))","(array([0.18868348]), array([1.22124533e-14]))"
